Company,Industry,Status,RegistrationNo,GSTNo
Flagged_Company1683 Pvt Ltd,Retail,Flagged,11683,TWDHU
Flagged_Company1684 Pvt Ltd,Retail,Flagged,11684,QFIUD
Flagged_Company1685 Pvt Ltd,Energy,Flagged,11685,HG7VQ09QR
Flagged_Company1686 Pvt Ltd,Telecom,Flagged,11686,9UROWN9FY36
Flagged_Company1687 Pvt Ltd,Finance,Flagged,11687,GAZCN
Flagged_Company1688 Pvt Ltd,Manufacturing,Flagged,11688,GCS23BLBV8TX
Flagged_Company1689 Pvt Ltd,Healthcare,Flagged,11689,II73T
Flagged_Company1690 Pvt Ltd,Agriculture,Flagged,11690,K9HT5IQEZV
Flagged_Company1691 Pvt Ltd,IT Services,Flagged,11691,SV059
Flagged_Company1692 Pvt Ltd,Energy,Flagged,11692,J0OF4DS6
Flagged_Company1693 Pvt Ltd,Manufacturing,Flagged,11693,NPZZ7NX0CDHZ
Flagged_Company1694 Pvt Ltd,Real Estate,Flagged,11694,8HDLY
Flagged_Company1695 Pvt Ltd,Agriculture,Flagged,11695,IG7KZ
Flagged_Company1696 Pvt Ltd,Healthcare,Flagged,11696,PTFLPC62MH
Flagged_Company1697 Pvt Ltd,Education,Flagged,11697,LUSNKTZTRHWU
Flagged_Company1698 Pvt Ltd,Finance,Flagged,11698,W0MKR
Flagged_Company1699 Pvt Ltd,Healthcare,Flagged,11699,QKR6PXL
Flagged_Company1700 Pvt Ltd,IT Services,Flagged,11700,2IOK4
Flagged_Company1701 Pvt Ltd,Manufacturing,Flagged,11701,US2AF22PFN
Flagged_Company1702 Pvt Ltd,Retail,Flagged,11702,ROGFXN980
Flagged_Company1703 Pvt Ltd,Healthcare,Flagged,11703,VPACL4O7B
Flagged_Company1704 Pvt Ltd,Finance,Flagged,11704,MUNMCJ
Flagged_Company1705 Pvt Ltd,Retail,Flagged,11705,XSYKF
Flagged_Company1706 Pvt Ltd,Agriculture,Flagged,11706,EETY873HIZ
Flagged_Company1707 Pvt Ltd,Healthcare,Flagged,11707,U2DKKAVN12L
Flagged_Company1708 Pvt Ltd,Manufacturing,Flagged,11708,Q99JO3
Flagged_Company1709 Pvt Ltd,Retail,Flagged,11709,Q8MGRQM
Flagged_Company1710 Pvt Ltd,Agriculture,Flagged,11710,FM5MQA87L
Flagged_Company1711 Pvt Ltd,Healthcare,Flagged,11711,8893JRQ0IWXV
Flagged_Company1712 Pvt Ltd,Real Estate,Flagged,11712,XT033B2GF
Flagged_Company1713 Pvt Ltd,Finance,Flagged,11713,RCQ7Y2FIBRB
Flagged_Company1714 Pvt Ltd,Manufacturing,Flagged,11714,QTH2AVDH
Flagged_Company1715 Pvt Ltd,Agriculture,Flagged,11715,2QR8GWTAX1UC
Flagged_Company1716 Pvt Ltd,Retail,Flagged,11716,U36PMINW
Flagged_Company1717 Pvt Ltd,Retail,Flagged,11717,EA07JACHO
Flagged_Company1718 Pvt Ltd,Manufacturing,Flagged,11718,9AYJBJE4
Flagged_Company1719 Pvt Ltd,Telecom,Flagged,11719,N6HQC10F078N
Flagged_Company1720 Pvt Ltd,Agriculture,Flagged,11720,5LTGGSQJ
Flagged_Company1721 Pvt Ltd,Real Estate,Flagged,11721,A29DUKVUZ
Flagged_Company1722 Pvt Ltd,Education,Flagged,11722,86WXZ7
Flagged_Company1723 Pvt Ltd,Manufacturing,Flagged,11723,52MDZMIF2C7
Flagged_Company1724 Pvt Ltd,Energy,Flagged,11724,Z7Y8INAPJTB
Flagged_Company1725 Pvt Ltd,Real Estate,Flagged,11725,T7A6XDP6X1LS
Flagged_Company1726 Pvt Ltd,Energy,Flagged,11726,F3LR3T
Flagged_Company1727 Pvt Ltd,Telecom,Flagged,11727,BMCTGY3TGU
Flagged_Company1728 Pvt Ltd,Healthcare,Flagged,11728,OM5A9U
Flagged_Company1729 Pvt Ltd,Real Estate,Flagged,11729,D5FY85GDQ
Flagged_Company1730 Pvt Ltd,Real Estate,Flagged,11730,B6SL9F87U08
Flagged_Company1731 Pvt Ltd,Healthcare,Flagged,11731,7SGTLF
Flagged_Company1732 Pvt Ltd,Healthcare,Flagged,11732,RA5IR5
Flagged_Company1733 Pvt Ltd,IT Services,Flagged,11733,RDJ6YGW2U12U
Flagged_Company1734 Pvt Ltd,Education,Flagged,11734,FYVT8AG0NW8M
Flagged_Company1735 Pvt Ltd,Agriculture,Flagged,11735,9LFF7Y
Flagged_Company1736 Pvt Ltd,Manufacturing,Flagged,11736,0E70K5DNA1
Flagged_Company1737 Pvt Ltd,Education,Flagged,11737,W9K3RVSZDXW
Flagged_Company1738 Pvt Ltd,IT Services,Flagged,11738,0PO0N6KA4
Flagged_Company1739 Pvt Ltd,Telecom,Flagged,11739,A5X3MAW56
Flagged_Company1740 Pvt Ltd,Finance,Flagged,11740,XVABW
Flagged_Company1741 Pvt Ltd,Manufacturing,Flagged,11741,YGXUVD99I7CJ
Flagged_Company1742 Pvt Ltd,Healthcare,Flagged,11742,30LTKGTOBRGE
Flagged_Company1743 Pvt Ltd,Real Estate,Flagged,11743,TIT2U422J9
Flagged_Company1744 Pvt Ltd,IT Services,Flagged,11744,3UT8CXH4
Flagged_Company1745 Pvt Ltd,Agriculture,Flagged,11745,1G0E0
Flagged_Company1746 Pvt Ltd,Real Estate,Flagged,11746,YIZ2QIF0IUC
Flagged_Company1747 Pvt Ltd,Education,Flagged,11747,N2XO44D
Flagged_Company1748 Pvt Ltd,Telecom,Flagged,11748,MCRCTDXWSMNZ
Flagged_Company1749 Pvt Ltd,Telecom,Flagged,11749,NDY3QBSKIR0T
Flagged_Company1750 Pvt Ltd,Finance,Flagged,11750,MQGWIJBOQF
Flagged_Company1751 Pvt Ltd,Retail,Flagged,11751,E63WEFMS4
Flagged_Company1752 Pvt Ltd,Retail,Flagged,11752,XCSVKMQ6V1D
Flagged_Company1753 Pvt Ltd,Manufacturing,Flagged,11753,K6FB0
Flagged_Company1754 Pvt Ltd,Energy,Flagged,11754,2W1YBS655CR
Flagged_Company1755 Pvt Ltd,Energy,Flagged,11755,86THPWGEOWO
Flagged_Company1756 Pvt Ltd,Manufacturing,Flagged,11756,TPVP21
Flagged_Company1757 Pvt Ltd,Agriculture,Flagged,11757,AE23C3T8
Flagged_Company1758 Pvt Ltd,Finance,Flagged,11758,QBU5U51
Flagged_Company1759 Pvt Ltd,Education,Flagged,11759,AH2SZR
Flagged_Company1760 Pvt Ltd,Finance,Flagged,11760,6ICZLNHC
Flagged_Company1761 Pvt Ltd,Manufacturing,Flagged,11761,ZEG4GCT
Flagged_Company1762 Pvt Ltd,Healthcare,Flagged,11762,C85GX
Flagged_Company1763 Pvt Ltd,Education,Flagged,11763,I1BK0HMVN
Flagged_Company1764 Pvt Ltd,Finance,Flagged,11764,SD8NKU
Flagged_Company1765 Pvt Ltd,IT Services,Flagged,11765,8G0PBJ3
Flagged_Company1766 Pvt Ltd,Energy,Flagged,11766,98AVM3LK
Flagged_Company1767 Pvt Ltd,Telecom,Flagged,11767,346M0J
Flagged_Company1768 Pvt Ltd,Real Estate,Flagged,11768,T4ZF5KTQ8
Flagged_Company1769 Pvt Ltd,IT Services,Flagged,11769,M0A26
Flagged_Company1770 Pvt Ltd,Manufacturing,Flagged,11770,FM0XU8L4IIO9
Flagged_Company1771 Pvt Ltd,Education,Flagged,11771,NT3RVZ6H
Flagged_Company1772 Pvt Ltd,Manufacturing,Flagged,11772,EVD613B3
Flagged_Company1773 Pvt Ltd,Manufacturing,Flagged,11773,SK2CCP
Flagged_Company1774 Pvt Ltd,Telecom,Flagged,11774,2N3JNEI
Flagged_Company1775 Pvt Ltd,Real Estate,Flagged,11775,V6FV0TJPKSEH
Flagged_Company1776 Pvt Ltd,Healthcare,Flagged,11776,12SUKUNHGSE
Flagged_Company1777 Pvt Ltd,Healthcare,Flagged,11777,VCTE4R
Flagged_Company1778 Pvt Ltd,Manufacturing,Flagged,11778,14G5XB89CBP
Flagged_Company1779 Pvt Ltd,Real Estate,Flagged,11779,HZJXKCRXPA
Flagged_Company1780 Pvt Ltd,Manufacturing,Flagged,11780,BFBYR9VCU0D
Flagged_Company1781 Pvt Ltd,Manufacturing,Flagged,11781,RYSKZWWPLJO
Flagged_Company1782 Pvt Ltd,Real Estate,Flagged,11782,G90YOB5E
Flagged_Company1783 Pvt Ltd,Healthcare,Flagged,11783,WBR8E5LVJB
Flagged_Company1784 Pvt Ltd,Education,Flagged,11784,9ZHCTP4P
Flagged_Company1785 Pvt Ltd,Real Estate,Flagged,11785,EP74G7
Flagged_Company1786 Pvt Ltd,IT Services,Flagged,11786,ML659E814CQK
Flagged_Company1787 Pvt Ltd,Finance,Flagged,11787,9KIR3
Flagged_Company1788 Pvt Ltd,Healthcare,Flagged,11788,8QZIK20
Flagged_Company1789 Pvt Ltd,Agriculture,Flagged,11789,JQOCL01JZEBU
Flagged_Company1790 Pvt Ltd,Energy,Flagged,11790,NMEOBSNNX5
Flagged_Company1791 Pvt Ltd,IT Services,Flagged,11791,MGNW5GAJS146
Flagged_Company1792 Pvt Ltd,Retail,Flagged,11792,YK7W7I
Flagged_Company1793 Pvt Ltd,IT Services,Flagged,11793,3P5PRQZIRQ
Flagged_Company1794 Pvt Ltd,Agriculture,Flagged,11794,2AZ2BSRRM
Flagged_Company1795 Pvt Ltd,Telecom,Flagged,11795,4H645JSUL
Flagged_Company1796 Pvt Ltd,Manufacturing,Flagged,11796,9GF06NXSRAZ
Flagged_Company1797 Pvt Ltd,Retail,Flagged,11797,HB09U
Flagged_Company1798 Pvt Ltd,Telecom,Flagged,11798,J4EPHX2
Flagged_Company1799 Pvt Ltd,Education,Flagged,11799,GK1Q9YM78
Flagged_Company1800 Pvt Ltd,Agriculture,Flagged,11800,RAG8NAQ3ZM5F
Flagged_Company1801 Pvt Ltd,Agriculture,Flagged,11801,B6OFAAIKI
Flagged_Company1802 Pvt Ltd,Finance,Flagged,11802,HNB3CFCXMOR
Flagged_Company1803 Pvt Ltd,Energy,Flagged,11803,EOP9DPRJYFT
Flagged_Company1804 Pvt Ltd,Telecom,Flagged,11804,T6FFACCY76
Flagged_Company1805 Pvt Ltd,Energy,Flagged,11805,SSTPF3U
Flagged_Company1806 Pvt Ltd,Agriculture,Flagged,11806,YYGF6R1VED
Flagged_Company1807 Pvt Ltd,Agriculture,Flagged,11807,KPL5CBI7QOB
Flagged_Company1808 Pvt Ltd,Healthcare,Flagged,11808,IWXRSI0VOV
Flagged_Company1809 Pvt Ltd,Finance,Flagged,11809,PV0WAOQ
Flagged_Company1810 Pvt Ltd,Agriculture,Flagged,11810,MM2C2
Flagged_Company1811 Pvt Ltd,IT Services,Flagged,11811,27TRWIDGSAV6
Flagged_Company1812 Pvt Ltd,Manufacturing,Flagged,11812,W20EX
Flagged_Company1813 Pvt Ltd,Education,Flagged,11813,0CXCIWB4
Flagged_Company1814 Pvt Ltd,Healthcare,Flagged,11814,TUV4CK
Flagged_Company1815 Pvt Ltd,IT Services,Flagged,11815,RR96CZJDL
Flagged_Company1816 Pvt Ltd,Energy,Flagged,11816,FIV0PIQ3E
Flagged_Company1817 Pvt Ltd,Retail,Flagged,11817,R1TFB
Flagged_Company1818 Pvt Ltd,Healthcare,Flagged,11818,89T09Q3
Flagged_Company1819 Pvt Ltd,Manufacturing,Flagged,11819,WU77SWU1U6N
Flagged_Company1820 Pvt Ltd,Retail,Flagged,11820,4BDSW
Flagged_Company1821 Pvt Ltd,Manufacturing,Flagged,11821,P8VDWHZ4C
Flagged_Company1822 Pvt Ltd,Agriculture,Flagged,11822,JTA061MPY
Flagged_Company1823 Pvt Ltd,Manufacturing,Flagged,11823,RIY9IPUKLM
Flagged_Company1824 Pvt Ltd,Energy,Flagged,11824,KUW00V72X
Flagged_Company1825 Pvt Ltd,Agriculture,Flagged,11825,3PHU2SP4REKH
Flagged_Company1826 Pvt Ltd,Education,Flagged,11826,74096BZUS5
Flagged_Company1827 Pvt Ltd,IT Services,Flagged,11827,IRQYIEYIJE7M
Flagged_Company1828 Pvt Ltd,Finance,Flagged,11828,6HBJYS96TPXA
Flagged_Company1829 Pvt Ltd,Finance,Flagged,11829,7B92F
Flagged_Company1830 Pvt Ltd,Agriculture,Flagged,11830,JC3V32SI
Flagged_Company1831 Pvt Ltd,IT Services,Flagged,11831,OYM4DMNOJ
Flagged_Company1832 Pvt Ltd,Agriculture,Flagged,11832,Y2DWE5747CKF
Flagged_Company1833 Pvt Ltd,Manufacturing,Flagged,11833,UV2XINC
Flagged_Company1834 Pvt Ltd,Healthcare,Flagged,11834,9SISZO3
Flagged_Company1835 Pvt Ltd,IT Services,Flagged,11835,2X8LLKAYM
Flagged_Company1836 Pvt Ltd,Manufacturing,Flagged,11836,X2NL99
Flagged_Company1837 Pvt Ltd,Education,Flagged,11837,C2S8H0UGMM7P
Flagged_Company1838 Pvt Ltd,Energy,Flagged,11838,EVXLCW57
Flagged_Company1839 Pvt Ltd,Telecom,Flagged,11839,YMZXO1O
Flagged_Company1840 Pvt Ltd,Education,Flagged,11840,KIYAG0
Flagged_Company1841 Pvt Ltd,IT Services,Flagged,11841,569V3J
Flagged_Company1842 Pvt Ltd,Real Estate,Flagged,11842,I7ERRMX
Flagged_Company1843 Pvt Ltd,Finance,Flagged,11843,X59L59
Flagged_Company1844 Pvt Ltd,Education,Flagged,11844,1LYHX9XMX
Flagged_Company1845 Pvt Ltd,Agriculture,Flagged,11845,MS8J96T
Flagged_Company1846 Pvt Ltd,Education,Flagged,11846,FYGJAF92CZJ
Flagged_Company1847 Pvt Ltd,Education,Flagged,11847,OA4YARL
Flagged_Company1848 Pvt Ltd,Agriculture,Flagged,11848,2Z0XFX
Flagged_Company1849 Pvt Ltd,Telecom,Flagged,11849,JQJM0
Flagged_Company1850 Pvt Ltd,IT Services,Flagged,11850,SLHRV626P
Flagged_Company1851 Pvt Ltd,Education,Flagged,11851,15HW1B1EA
Flagged_Company1852 Pvt Ltd,Manufacturing,Flagged,11852,ZB9ABLG
Flagged_Company1853 Pvt Ltd,Healthcare,Flagged,11853,HG1Q9LL8T22F
Flagged_Company1854 Pvt Ltd,Energy,Flagged,11854,ZNIO2YJ8RL
Flagged_Company1855 Pvt Ltd,Telecom,Flagged,11855,16DD699
Flagged_Company1856 Pvt Ltd,Finance,Flagged,11856,LEVMM1AN
Flagged_Company1857 Pvt Ltd,Education,Flagged,11857,3ZYSS3ERCKQD
Flagged_Company1858 Pvt Ltd,Agriculture,Flagged,11858,A9TLR6W
Flagged_Company1859 Pvt Ltd,IT Services,Flagged,11859,J3XBL30K7SWR
Flagged_Company1860 Pvt Ltd,Education,Flagged,11860,0TH0W
Flagged_Company1861 Pvt Ltd,Retail,Flagged,11861,JGA3XTV0
Flagged_Company1862 Pvt Ltd,IT Services,Flagged,11862,RP13KGERCKT
Flagged_Company1863 Pvt Ltd,Retail,Flagged,11863,1YH2P3CS4
Flagged_Company1864 Pvt Ltd,IT Services,Flagged,11864,6OTG5VC
Flagged_Company1865 Pvt Ltd,Real Estate,Flagged,11865,HXZKPP
Flagged_Company1866 Pvt Ltd,IT Services,Flagged,11866,9XD561XOES2
Flagged_Company1867 Pvt Ltd,Agriculture,Flagged,11867,DP3K01XB67IC
Flagged_Company1868 Pvt Ltd,Telecom,Flagged,11868,VLJR1Q
Flagged_Company1869 Pvt Ltd,Retail,Flagged,11869,D5RM5B
Flagged_Company1870 Pvt Ltd,Education,Flagged,11870,EHC8KV2
Flagged_Company1871 Pvt Ltd,Retail,Flagged,11871,AZGHSK1L
Flagged_Company1872 Pvt Ltd,Real Estate,Flagged,11872,WCH93
Flagged_Company1873 Pvt Ltd,Manufacturing,Flagged,11873,JI7IBRBF5J
Flagged_Company1874 Pvt Ltd,Real Estate,Flagged,11874,J9WCGU3ZH
Flagged_Company1875 Pvt Ltd,Agriculture,Flagged,11875,P6IOLN
Flagged_Company1876 Pvt Ltd,Finance,Flagged,11876,S84D0KB3A8Z
Flagged_Company1877 Pvt Ltd,Education,Flagged,11877,QUY3CBNHBAV
Flagged_Company1878 Pvt Ltd,Real Estate,Flagged,11878,QCA7H
Flagged_Company1879 Pvt Ltd,Telecom,Flagged,11879,48DQ4HH
Flagged_Company1880 Pvt Ltd,Real Estate,Flagged,11880,0HOD00MK
Flagged_Company1881 Pvt Ltd,Telecom,Flagged,11881,W9U2E0D
Flagged_Company1882 Pvt Ltd,Energy,Flagged,11882,05MP0
Flagged_Company1883 Pvt Ltd,Manufacturing,Flagged,11883,AL9EOXHKTJK9
Flagged_Company1884 Pvt Ltd,Healthcare,Flagged,11884,TUC7P
Flagged_Company1885 Pvt Ltd,IT Services,Flagged,11885,6NUUKZ4M5
Flagged_Company1886 Pvt Ltd,Energy,Flagged,11886,5JKRFLY5FWCP
Flagged_Company1887 Pvt Ltd,Healthcare,Flagged,11887,1M5PKPKF
Flagged_Company1888 Pvt Ltd,IT Services,Flagged,11888,M3GUW
Flagged_Company1889 Pvt Ltd,Energy,Flagged,11889,65XBDX48
Flagged_Company1890 Pvt Ltd,Telecom,Flagged,11890,MQGQ2I9XB
Flagged_Company1891 Pvt Ltd,Energy,Flagged,11891,0N8XQ
Flagged_Company1892 Pvt Ltd,Real Estate,Flagged,11892,FK9M4PXY0Z
Flagged_Company1893 Pvt Ltd,Education,Flagged,11893,KLZUK6W4
Flagged_Company1894 Pvt Ltd,Healthcare,Flagged,11894,JGC6SFTWGO
Flagged_Company1895 Pvt Ltd,Real Estate,Flagged,11895,MQUNX5LW3
Flagged_Company1896 Pvt Ltd,Energy,Flagged,11896,0KJPOWMIE
Flagged_Company1897 Pvt Ltd,Energy,Flagged,11897,S3X4I
Flagged_Company1898 Pvt Ltd,Healthcare,Flagged,11898,IR86U0VCV
Flagged_Company1899 Pvt Ltd,Real Estate,Flagged,11899,XEQO431GAI
Flagged_Company1900 Pvt Ltd,Healthcare,Flagged,11900,RKI6G8S
Flagged_Company1901 Pvt Ltd,Telecom,Flagged,11901,F9E1DXL
Flagged_Company1902 Pvt Ltd,Telecom,Flagged,11902,TKJCL5F
Flagged_Company1903 Pvt Ltd,IT Services,Flagged,11903,38MJ5YOB4T7
Flagged_Company1904 Pvt Ltd,Retail,Flagged,11904,8XJ8MHX
Flagged_Company1905 Pvt Ltd,Retail,Flagged,11905,HH28ULBFP
Flagged_Company1906 Pvt Ltd,Telecom,Flagged,11906,Y3MW3
Flagged_Company1907 Pvt Ltd,Manufacturing,Flagged,11907,JMXMO
Flagged_Company1908 Pvt Ltd,Energy,Flagged,11908,JIQS8O5
Flagged_Company1909 Pvt Ltd,Agriculture,Flagged,11909,GCGZ0H
Flagged_Company1910 Pvt Ltd,Retail,Flagged,11910,4LZUH7LPTI
Flagged_Company1911 Pvt Ltd,Agriculture,Flagged,11911,3DKWXYYD
Flagged_Company1912 Pvt Ltd,Healthcare,Flagged,11912,F7RRJ
Flagged_Company1913 Pvt Ltd,Manufacturing,Flagged,11913,C37M9WAS
Flagged_Company1914 Pvt Ltd,Education,Flagged,11914,B8C3VB4T1
Flagged_Company1915 Pvt Ltd,IT Services,Flagged,11915,8RXRQA2N
Flagged_Company1916 Pvt Ltd,Retail,Flagged,11916,AM7W43E
Flagged_Company1917 Pvt Ltd,Retail,Flagged,11917,RQ1KT6Z1ZMP
Flagged_Company1918 Pvt Ltd,Agriculture,Flagged,11918,BUCL1XY0SK
Flagged_Company1919 Pvt Ltd,Agriculture,Flagged,11919,ON2IWKS
Flagged_Company1920 Pvt Ltd,IT Services,Flagged,11920,OQANB6YQ33PZ
Flagged_Company1921 Pvt Ltd,Energy,Flagged,11921,DM3ZX3
Flagged_Company1922 Pvt Ltd,Real Estate,Flagged,11922,KIQ2S7WXF5S
Flagged_Company1923 Pvt Ltd,Healthcare,Flagged,11923,S4ZE0KNRX
Flagged_Company1924 Pvt Ltd,IT Services,Flagged,11924,0HKN8TO
Flagged_Company1925 Pvt Ltd,Real Estate,Flagged,11925,5J813IPV3Y
Flagged_Company1926 Pvt Ltd,Energy,Flagged,11926,943X0H
Flagged_Company1927 Pvt Ltd,Finance,Flagged,11927,I6DXR
Flagged_Company1928 Pvt Ltd,Energy,Flagged,11928,UVAS26
Flagged_Company1929 Pvt Ltd,Finance,Flagged,11929,XG5OQNDYC1
Flagged_Company1930 Pvt Ltd,Energy,Flagged,11930,BN4K40T
Flagged_Company1931 Pvt Ltd,Telecom,Flagged,11931,3FFYP
Flagged_Company1932 Pvt Ltd,Healthcare,Flagged,11932,Z7087GZ60
Flagged_Company1933 Pvt Ltd,Real Estate,Flagged,11933,93F83KG9DP
Flagged_Company1934 Pvt Ltd,IT Services,Flagged,11934,BPZ27PB
Flagged_Company1935 Pvt Ltd,Finance,Flagged,11935,SSOQJS637Q5
Flagged_Company1936 Pvt Ltd,Manufacturing,Flagged,11936,L68ZVEEHAUJH
Flagged_Company1937 Pvt Ltd,Energy,Flagged,11937,MSWE7
Flagged_Company1938 Pvt Ltd,Finance,Flagged,11938,K07AIIOAM
Flagged_Company1939 Pvt Ltd,Agriculture,Flagged,11939,TXPUN7TVY
Flagged_Company1940 Pvt Ltd,Telecom,Flagged,11940,9XWX55U1N5R
Flagged_Company1941 Pvt Ltd,Education,Flagged,11941,CLTQT4U
Flagged_Company1942 Pvt Ltd,Telecom,Flagged,11942,4CIZFPZBV
Flagged_Company1943 Pvt Ltd,Energy,Flagged,11943,LH4X6C1
Flagged_Company1944 Pvt Ltd,Telecom,Flagged,11944,FU4XN60J7Z4Y
Flagged_Company1945 Pvt Ltd,Finance,Flagged,11945,D1W6XE
Flagged_Company1946 Pvt Ltd,Retail,Flagged,11946,SNDU5
Flagged_Company1947 Pvt Ltd,Telecom,Flagged,11947,WSSKD33
Flagged_Company1948 Pvt Ltd,Healthcare,Flagged,11948,TZBLF82YR7
Flagged_Company1949 Pvt Ltd,Education,Flagged,11949,CSERCDFA
Flagged_Company1950 Pvt Ltd,IT Services,Flagged,11950,9I1IQWBD9NW
Flagged_Company1951 Pvt Ltd,Agriculture,Flagged,11951,WXMD0N3
Flagged_Company1952 Pvt Ltd,Retail,Flagged,11952,EQSA9O
Flagged_Company1953 Pvt Ltd,Real Estate,Flagged,11953,G861T7P
Flagged_Company1954 Pvt Ltd,IT Services,Flagged,11954,T20V5GROUOC
Flagged_Company1955 Pvt Ltd,Education,Flagged,11955,9NMFFC7TL
Flagged_Company1956 Pvt Ltd,Real Estate,Flagged,11956,QJ61TC3
Flagged_Company1957 Pvt Ltd,Finance,Flagged,11957,TPYM86LBGKK
Flagged_Company1958 Pvt Ltd,Education,Flagged,11958,5LEIM5KEQIN
Flagged_Company1959 Pvt Ltd,Telecom,Flagged,11959,U8D3RFN1
Flagged_Company1960 Pvt Ltd,Healthcare,Flagged,11960,ABACI6UPKZ
Flagged_Company1961 Pvt Ltd,Telecom,Flagged,11961,6HU1BQ9KLMN
Flagged_Company1962 Pvt Ltd,Retail,Flagged,11962,QGF1R8
Flagged_Company1963 Pvt Ltd,IT Services,Flagged,11963,ITCRF978S
Flagged_Company1964 Pvt Ltd,Real Estate,Flagged,11964,HM98FXQ
Flagged_Company1965 Pvt Ltd,IT Services,Flagged,11965,F4UUQ3EJNPMQ
Flagged_Company1966 Pvt Ltd,IT Services,Flagged,11966,A1VOB
Flagged_Company1967 Pvt Ltd,Agriculture,Flagged,11967,UGB4ZZ8H5
Flagged_Company1968 Pvt Ltd,Real Estate,Flagged,11968,UC05HKY
Flagged_Company1969 Pvt Ltd,Telecom,Flagged,11969,PDBB3Z7WW4CC
Flagged_Company1970 Pvt Ltd,Agriculture,Flagged,11970,4P9K6309KB
Flagged_Company1971 Pvt Ltd,Agriculture,Flagged,11971,9N068
Flagged_Company1972 Pvt Ltd,IT Services,Flagged,11972,B8F4A7EUS
Flagged_Company1973 Pvt Ltd,Healthcare,Flagged,11973,NX5NJ3X
Flagged_Company1974 Pvt Ltd,Telecom,Flagged,11974,M1QQIDQUR
Flagged_Company1975 Pvt Ltd,Real Estate,Flagged,11975,GUKNJGGPGEXO
Flagged_Company1976 Pvt Ltd,Manufacturing,Flagged,11976,L45P6Q
Flagged_Company1977 Pvt Ltd,Retail,Flagged,11977,IP0MZXKH
Flagged_Company1978 Pvt Ltd,IT Services,Flagged,11978,YP6IO7
Flagged_Company1979 Pvt Ltd,IT Services,Flagged,11979,9KSGHI6KC
Flagged_Company1980 Pvt Ltd,Retail,Flagged,11980,OTOHVF6
Flagged_Company1981 Pvt Ltd,Finance,Flagged,11981,HQUPFZVZ63
Flagged_Company1982 Pvt Ltd,Telecom,Flagged,11982,Z08KY5YSIY0
Flagged_Company1983 Pvt Ltd,Healthcare,Flagged,11983,NRVYK
Flagged_Company1984 Pvt Ltd,Manufacturing,Flagged,11984,CJM0K8AQT3G
Flagged_Company1985 Pvt Ltd,Education,Flagged,11985,XGKZ6DMS
Flagged_Company1986 Pvt Ltd,Energy,Flagged,11986,HBNXZU
Flagged_Company1987 Pvt Ltd,Agriculture,Flagged,11987,237KU63T4JAS
Flagged_Company1988 Pvt Ltd,Agriculture,Flagged,11988,RQR78XB
Flagged_Company1989 Pvt Ltd,Manufacturing,Flagged,11989,JCILV1Y1ZN
Flagged_Company1990 Pvt Ltd,Healthcare,Flagged,11990,UJSU6HVY7J7
Flagged_Company1991 Pvt Ltd,Finance,Flagged,11991,1JIPUU
Flagged_Company1992 Pvt Ltd,Education,Flagged,11992,XHBNWKXOEZ0
Flagged_Company1993 Pvt Ltd,Energy,Flagged,11993,65SRX5
Flagged_Company1994 Pvt Ltd,Real Estate,Flagged,11994,NAZG5
Flagged_Company1995 Pvt Ltd,Agriculture,Flagged,11995,NR69K16JQYH
Flagged_Company1996 Pvt Ltd,Finance,Flagged,11996,OABYBDWSOI
Flagged_Company1997 Pvt Ltd,Healthcare,Flagged,11997,UN5P6W5
Flagged_Company1998 Pvt Ltd,Education,Flagged,11998,ZY96TCDA70T
Flagged_Company1999 Pvt Ltd,Agriculture,Flagged,11999,5C0SU2U9OAO9
